log_id,user_id,date,day_of_week,is_weekend,time_of_day,app_name,tab_or_content_name,category,content_type,time_watched_min,session_count,avg_session_length_min,device_type,opened_via_notification,app_switches_during_session,addiction_score,addictive_label,prev_day_same_app_usage_min,daily_total_screen_time_min,daily_quality_score,weekly_total_screen_time_min,user_profile,iso_week
149,U131,2026-06-01,Monday,False,Evening,YouTube,Pokemon Gameplay,Entertainment,Video,43.2,2,21.6,Mobile,True,3,100.0,Addictive,,212.8,37.5,2508.7,heavy_addictive,23
150,U132,2026-06-01,Monday,False,Evening,Instagram,DM Chats,Social Media,Chat,183.5,2,91.7,Desktop,False,4,58.3,Addictive,,558.0,0.5,2747.4,heavy_addictive,23
151,U132,2026-06-01,Monday,False,Night,Chrome,pornweb,Pornographic,Website,86.5,4,21.6,Mobile,True,4,100.0,Addictive,,558.0,0.5,2747.4,heavy_addictive,23
152,U132,2026-06-01,Monday,False,Night,Instagram,Reels Feed,Social Media,Video,93.5,3,31.2,Mobile,True,6,100.0,Addictive,183.5,558.0,0.5,2747.4,heavy_addictive,23
153,U132,2026-06-01,Monday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,3.0,3,1.0,Desktop,False,0,23.7,Non-addictive,,558.0,0.5,2747.4,heavy_addictive,23
154,U132,2026-06-01,Monday,False,Morning,Snapchat,Stories,Social Media,Video,37.8,2,18.9,Mobile,True,6,100.0,Addictive,,558.0,0.5,2747.4,heavy_addictive,23
155,U132,2026-06-01,Monday,False,Afternoon,PUBG Mobile,,Games,Game,88.2,4,22.0,Mobile,True,2,100.0,Addictive,,558.0,0.5,2747.4,heavy_addictive,23
156,U132,2026-06-01,Monday,False,Afternoon,Instagram,Reels Feed,Social Media,Video,65.5,1,65.5,Desktop,True,4,100.0,Addictive,93.5,558.0,0.5,2747.4,heavy_addictive,23
157,U133,2026-06-01,Monday,False,Morning,Instagram,DM Chats,Social Media,Chat,3.0,1,3.0,Mobile,False,0,22.8,Non-addictive,,62.5,100.0,587.2,productive,23
158,U133,2026-06-01,Monday,False,Afternoon,TikTok,For You Feed,Entertainment,Video,18.3,1,18.3,Mobile,False,2,42.7,Non-addictive,,62.5,100.0,587.2,productive,23
159,U133,2026-06-01,Monday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,11.7,1,11.7,Mobile,True,0,21.3,Non-addictive,,62.5,100.0,587.2,productive,23
160,U133,2026-06-01,Monday,False,Afternoon,Duolingo,,Skill-Development,App,6.0,2,3.0,Tablet,True,1,11.5,Non-addictive,,62.5,100.0,587.2,productive,23
161,U133,2026-06-01,Monday,False,Evening,PUBG Mobile,,Games,Game,23.5,2,11.8,Mobile,False,1,49.5,Non-addictive,,62.5,100.0,587.2,productive,23
162,U134,2026-06-01,Monday,False,Afternoon,YouTube,Yoga Tutorial,Self-Improvement,Video,66.8,2,33.4,Desktop,False,0,0.0,Non-addictive,,131.3,100.0,598.9,productive,23
163,U134,2026-06-01,Monday,False,Afternoon,Netflix,Documentary,Self-Improvement,Video,13.8,3,4.6,Mobile,False,1,0.0,Non-addictive,,131.3,100.0,598.9,productive,23
164,U134,2026-06-01,Monday,False,Night,Chrome,online-shopping,Shopping,Website,21.8,1,21.8,Desktop,True,1,26.9,Non-addictive,,131.3,100.0,598.9,productive,23
165,U134,2026-06-01,Monday,False,Night,Netflix,Documentary,Self-Improvement,Video,28.9,2,14.5,Desktop,False,2,11.1,Non-addictive,13.8,131.3,100.0,598.9,productive,23
166,U135,2026-06-01,Monday,False,Evening,PUBG Mobile,,Games,Game,24.3,1,24.3,Mobile,False,2,48.2,Non-addictive,,100.9,100.0,614.6,productive,23
167,U135,2026-06-01,Monday,False,Evening,Free Fire,,Games,Game,36.6,2,18.3,Mobile,False,0,40.2,Non-addictive,,100.9,100.0,614.6,productive,23
168,U135,2026-06-01,Monday,False,Afternoon,Chrome,random-blog,Entertainment,Website,40.0,1,40.0,Tablet,True,3,18.2,Non-addictive,,100.9,100.0,614.6,productive,23
169,U136,2026-06-01,Monday,False,Morning,Notion,,Productivity,Notes,19.8,1,19.8,Desktop,False,0,9.1,Non-addictive,,107.0,52.4,803.2,balanced,23
170,U136,2026-06-01,Monday,False,Evening,Chrome,online-shopping,Shopping,Website,24.5,3,8.2,Mobile,True,3,60.9,Addictive,,107.0,52.4,803.2,balanced,23
171,U136,2026-06-01,Monday,False,Evening,Snapchat,Stories,Social Media,Video,26.4,3,8.8,Mobile,True,6,64.0,Addictive,,107.0,52.4,803.2,balanced,23
172,U136,2026-06-01,Monday,False,Evening,Notion,,Productivity,Notes,17.7,2,8.9,Desktop,False,3,11.8,Non-addictive,19.8,107.0,52.4,803.2,balanced,23
173,U136,2026-06-01,Monday,False,Afternoon,VSCode,,Skill-Development,Code,18.6,1,18.6,Desktop,False,0,1.1,Non-addictive,,107.0,52.4,803.2,balanced,23
174,U137,2026-06-01,Monday,False,Evening,Chrome,pornweb,Pornographic,Website,104.1,4,26.0,Mobile,False,5,100.0,Addictive,,425.9,17.8,2971.4,heavy_addictive,23
175,U137,2026-06-01,Monday,False,Afternoon,Duolingo,,Skill-Development,App,19.3,1,19.3,Mobile,False,0,33.2,Non-addictive,,425.9,17.8,2971.4,heavy_addictive,23
176,U137,2026-06-01,Monday,False,Night,YouTube,Prank Compilation,Entertainment,Video,30.6,2,15.3,Mobile,False,4,100.0,Addictive,,425.9,17.8,2971.4,heavy_addictive,23
177,U137,2026-06-01,Monday,False,Evening,Spotify,Chill Playlist,Entertainment,Audio,13.3,1,13.3,Desktop,False,2,39.4,Non-addictive,,425.9,17.8,2971.4,heavy_addictive,23
178,U137,2026-06-01,Monday,False,Evening,WhatsApp,Family Group,Communication,Chat,43.4,1,43.4,Desktop,False,1,18.7,Non-addictive,,425.9,17.8,2971.4,heavy_addictive,23
179,U137,2026-06-01,Monday,False,Evening,Snapchat,Stories,Social Media,Video,66.1,3,22.0,Mobile,True,3,100.0,Addictive,,425.9,17.8,2971.4,heavy_addictive,23
180,U137,2026-06-01,Monday,False,Evening,PUBG Mobile,,Games,Game,108.1,6,18.0,Mobile,False,3,100.0,Addictive,,425.9,17.8,2971.4,heavy_addictive,23
181,U137,2026-06-01,Monday,False,Evening,TikTok,For You Feed,Entertainment,Video,41.0,2,20.5,Mobile,False,2,100.0,Addictive,,425.9,17.8,2971.4,heavy_addictive,23
182,U138,2026-06-01,Monday,False,Morning,YouTube,Music Video Mix,Entertainment,Video,3.1,1,3.1,Mobile,False,1,36.3,Non-addictive,,3.1,100.0,292.1,light_user,23
183,U139,2026-06-01,Monday,False,Evening,TikTok,For You Feed,Entertainment,Video,109.6,6,18.3,Mobile,False,6,95.8,Addictive,,229.7,6.1,1196.1,balanced,23
184,U139,2026-06-01,Monday,False,Evening,Free Fire,,Games,Game,52.6,3,17.5,Mobile,True,8,84.3,Addictive,,229.7,6.1,1196.1,balanced,23
185,U139,2026-06-01,Monday,False,Afternoon,YouTube,Cooking Recipe,Self-Improvement,Video,14.0,4,3.5,Tablet,False,1,9.5,Non-addictive,,229.7,6.1,1196.1,balanced,23
186,U139,2026-06-01,Monday,False,Evening,TikTok,For You Feed,Entertainment,Video,53.5,7,7.6,Mobile,True,4,90.0,Addictive,109.6,229.7,6.1,1196.1,balanced,23
187,U100,2026-06-02,Tuesday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,14.8,1,14.8,Mobile,True,1,23.7,Non-addictive,,377.3,21.3,1514.6,balanced,23
188,U100,2026-06-02,Tuesday,False,Afternoon,Instagram,Reels Feed,Social Media,Video,296.9,2,148.4,Mobile,True,5,84.3,Addictive,,377.3,21.3,1514.6,balanced,23
189,U100,2026-06-02,Tuesday,False,Afternoon,VSCode,,Skill-Development,Code,30.8,1,30.8,Desktop,False,1,3.2,Non-addictive,,377.3,21.3,1514.6,balanced,23
190,U100,2026-06-02,Tuesday,False,Afternoon,VSCode,,Skill-Development,Code,34.8,3,11.6,Desktop,False,2,0.0,Non-addictive,30.8,377.3,21.3,1514.6,balanced,23
191,U101,2026-06-02,Tuesday,False,Evening,YouTube,News Roundup,News,Video,30.1,2,15.0,Desktop,False,2,12.6,Non-addictive,15.6,92.2,100.0,591.5,productive,23
192,U101,2026-06-02,Tuesday,False,Late Night,Snapchat,Stories,Social Media,Video,29.7,1,29.7,Mobile,False,0,39.7,Non-addictive,,92.2,100.0,591.5,productive,23
193,U101,2026-06-02,Tuesday,False,Evening,VSCode,,Skill-Development,Code,32.4,1,32.4,Mobile,False,1,11.3,Non-addictive,,92.2,100.0,591.5,productive,23
194,U102,2026-06-02,Tuesday,False,Afternoon,Chrome,random-blog,Entertainment,Website,5.5,2,2.7,Mobile,False,0,18.5,Non-addictive,,19.2,100.0,194.6,light_user,23
195,U102,2026-06-02,Tuesday,False,Evening,YouTube,Study Lecture - Physics,Study,Video,13.7,1,13.7,Desktop,False,2,0.0,Non-addictive,,19.2,100.0,194.6,light_user,23
196,U103,2026-06-02,Tuesday,False,Evening,WhatsApp,Family Group,Communication,Chat,12.1,1,12.1,Mobile,False,4,17.8,Non-addictive,15.6,275.9,12.2,890.6,balanced,23
197,U103,2026-06-02,Tuesday,False,Night,Instagram,Reels Feed,Social Media,Video,65.6,3,21.9,Desktop,False,4,68.7,Addictive,,275.9,12.2,890.6,balanced,23
198,U103,2026-06-02,Tuesday,False,Night,Candy Crush,,Games,Game,176.7,2,88.4,Tablet,False,7,76.1,Addictive,8.8,275.9,12.2,890.6,balanced,23
199,U103,2026-06-02,Tuesday,False,Morning,WhatsApp,Family Group,Communication,Chat,17.6,4,4.4,Mobile,False,2,7.3,Non-addictive,12.1,275.9,12.2,890.6,balanced,23
200,U103,2026-06-02,Tuesday,False,Evening,Spotify,Chill Playlist,Entertainment,Audio,3.9,1,3.9,Mobile,False,0,17.4,Non-addictive,,275.9,12.2,890.6,balanced,23
201,U104,2026-06-02,Tuesday,False,Evening,Chrome,online-shopping,Shopping,Website,100.3,1,100.3,Desktop,False,4,90.8,Addictive,110.4,504.6,2.0,3278.2,heavy_addictive,23
202,U104,2026-06-02,Tuesday,False,Night,Candy Crush,,Games,Game,97.1,1,97.1,Mobile,True,3,100.0,Addictive,124.1,504.6,2.0,3278.2,heavy_addictive,23
203,U104,2026-06-02,Tuesday,False,Evening,Snapchat,Stories,Social Media,Video,218.7,2,109.4,Desktop,True,5,100.0,Addictive,,504.6,2.0,3278.2,heavy_addictive,23
204,U104,2026-06-02,Tuesday,False,Morning,WhatsApp,Family Group,Communication,Chat,6.9,1,6.9,Desktop,True,1,32.1,Non-addictive,,504.6,2.0,3278.2,heavy_addictive,23
205,U104,2026-06-02,Tuesday,False,Night,Snapchat,Stories,Social Media,Video,78.5,4,19.6,Desktop,True,3,100.0,Addictive,218.7,504.6,2.0,3278.2,heavy_addictive,23
206,U104,2026-06-02,Tuesday,False,Night,YouTube,Yoga Tutorial,Self-Improvement,Video,3.1,1,3.1,Desktop,False,1,29.4,Non-addictive,100.5,504.6,2.0,3278.2,heavy_addictive,23
207,U105,2026-06-02,Tuesday,False,Evening,Netflix,TV Series Binge,Entertainment,Video,212.0,3,70.7,Desktop,False,6,100.0,Addictive,5.5,502.5,6.4,3004.0,heavy_addictive,23
208,U105,2026-06-02,Tuesday,False,Afternoon,Notion,,Productivity,Notes,14.7,1,14.7,Desktop,False,1,16.9,Non-addictive,17.5,502.5,6.4,3004.0,heavy_addictive,23
209,U105,2026-06-02,Tuesday,False,Afternoon,PUBG Mobile,,Games,Game,129.9,3,43.3,Desktop,True,1,100.0,Addictive,,502.5,6.4,3004.0,heavy_addictive,23
210,U105,2026-06-02,Tuesday,False,Night,VSCode,,Skill-Development,Code,17.7,1,17.7,Desktop,False,0,8.7,Non-addictive,10.3,502.5,6.4,3004.0,heavy_addictive,23
211,U105,2026-06-02,Tuesday,False,Night,Chrome,online-shopping,Shopping,Website,128.2,1,128.2,Tablet,True,3,81.9,Addictive,109.6,502.5,6.4,3004.0,heavy_addictive,23
212,U106,2026-06-02,Tuesday,False,Evening,Spotify,Chill Playlist,Entertainment,Audio,7.9,1,7.9,Desktop,False,1,30.6,Non-addictive,,381.1,8.4,1743.2,heavy_addictive,23
213,U106,2026-06-02,Tuesday,False,Night,YouTube,Music Video Mix,Entertainment,Video,32.6,1,32.6,Mobile,True,4,98.9,Addictive,11.6,381.1,8.4,1743.2,heavy_addictive,23
214,U106,2026-06-02,Tuesday,False,Afternoon,Candy Crush,,Games,Game,100.4,1,100.4,Mobile,True,4,100.0,Addictive,,381.1,8.4,1743.2,heavy_addictive,23
215,U106,2026-06-02,Tuesday,False,Night,Free Fire,,Games,Game,8.8,3,2.9,Mobile,True,5,100.0,Addictive,68.9,381.1,8.4,1743.2,heavy_addictive,23
216,U106,2026-06-02,Tuesday,False,Morning,Chrome,random-blog,Entertainment,Website,24.0,5,4.8,Desktop,False,0,40.1,Non-addictive,3.0,381.1,8.4,1743.2,heavy_addictive,23
217,U106,2026-06-02,Tuesday,False,Night,Chrome,pornweb,Pornographic,Website,136.7,3,45.6,Mobile,True,4,100.0,Addictive,24.0,381.1,8.4,1743.2,heavy_addictive,23
218,U106,2026-06-02,Tuesday,False,Night,TikTok,For You Feed,Entertainment,Video,30.0,2,15.0,Mobile,False,7,100.0,Addictive,,381.1,8.4,1743.2,heavy_addictive,23
219,U106,2026-06-02,Tuesday,False,Evening,Candy Crush,,Games,Game,40.7,4,10.2,Mobile,False,5,100.0,Addictive,100.4,381.1,8.4,1743.2,heavy_addictive,23
220,U107,2026-06-02,Tuesday,False,Morning,Notion,,Productivity,Notes,5.8,1,5.8,Mobile,False,0,12.0,Non-addictive,,108.8,85.4,729.8,productive,23
221,U107,2026-06-02,Tuesday,False,Evening,TikTok,For You Feed,Entertainment,Video,15.9,5,3.2,Mobile,False,6,53.0,Addictive,,108.8,85.4,729.8,productive,23
222,U107,2026-06-02,Tuesday,False,Afternoon,Instagram,DM Chats,Social Media,Chat,11.5,3,3.8,Desktop,False,0,16.3,Non-addictive,20.7,108.8,85.4,729.8,productive,23
223,U107,2026-06-02,Tuesday,False,Morning,TikTok,For You Feed,Entertainment,Video,27.8,1,27.8,Desktop,False,2,43.7,Non-addictive,15.9,108.8,85.4,729.8,productive,23
224,U107,2026-06-02,Tuesday,False,Afternoon,TikTok,For You Feed,Entertainment,Video,47.8,1,47.8,Mobile,True,1,38.3,Non-addictive,27.8,108.8,85.4,729.8,productive,23
225,U108,2026-06-02,Tuesday,False,Night,PUBG Mobile,,Games,Game,59.1,1,59.1,Mobile,False,6,75.6,Addictive,,129.9,12.8,895.7,balanced,23
226,U108,2026-06-02,Tuesday,False,Morning,Chrome,random-blog,Entertainment,Website,16.6,2,8.3,Mobile,True,1,26.0,Non-addictive,,129.9,12.8,895.7,balanced,23
227,U108,2026-06-02,Tuesday,False,Night,PUBG Mobile,,Games,Game,42.4,1,42.4,Mobile,False,5,91.7,Addictive,59.1,129.9,12.8,895.7,balanced,23
228,U108,2026-06-02,Tuesday,False,Night,Free Fire,,Games,Game,11.8,4,2.9,Tablet,False,5,90.3,Addictive,,129.9,12.8,895.7,balanced,23
229,U109,2026-06-02,Tuesday,False,Evening,WhatsApp,Family Group,Communication,Chat,4.6,2,2.3,Desktop,False,2,7.2,Non-addictive,,4.6,100.0,142.5,light_user,23
230,U110,2026-06-02,Tuesday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,35.8,1,35.8,Desktop,False,0,20.5,Non-addictive,,437.5,17.5,2942.3,heavy_addictive,23
231,U110,2026-06-02,Tuesday,False,Evening,VSCode,,Skill-Development,Code,20.8,2,10.4,Tablet,False,1,7.8,Non-addictive,,437.5,17.5,2942.3,heavy_addictive,23
232,U110,2026-06-02,Tuesday,False,Afternoon,Coursera,,Study,Video,13.4,2,6.7,Tablet,False,1,17.7,Non-addictive,,437.5,17.5,2942.3,heavy_addictive,23
233,U110,2026-06-02,Tuesday,False,Evening,Instagram,Reels Feed,Social Media,Video,64.0,1,64.0,Mobile,True,1,100.0,Addictive,120.4,437.5,17.5,2942.3,heavy_addictive,23
234,U110,2026-06-02,Tuesday,False,Night,Instagram,Reels Feed,Social Media,Video,75.8,1,75.8,Mobile,True,1,100.0,Addictive,64.0,437.5,17.5,2942.3,heavy_addictive,23
235,U110,2026-06-02,Tuesday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,6.7,2,3.3,Tablet,False,2,11.9,Non-addictive,35.8,437.5,17.5,2942.3,heavy_addictive,23
236,U110,2026-06-02,Tuesday,False,Evening,PUBG Mobile,,Games,Game,191.5,1,191.5,Mobile,False,5,100.0,Addictive,70.1,437.5,17.5,2942.3,heavy_addictive,23
237,U110,2026-06-02,Tuesday,False,Night,Snapchat,Stories,Social Media,Video,29.5,3,9.8,Mobile,False,0,100.0,Addictive,21.3,437.5,17.5,2942.3,heavy_addictive,23
238,U111,2026-06-02,Tuesday,False,Evening,Instagram,DM Chats,Social Media,Chat,38.7,1,38.7,Desktop,False,3,17.1,Non-addictive,,63.3,100.0,642.1,productive,23
239,U111,2026-06-02,Tuesday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,18.7,4,4.7,Mobile,False,1,20.4,Non-addictive,,63.3,100.0,642.1,productive,23
240,U111,2026-06-02,Tuesday,False,Afternoon,Instagram,DM Chats,Social Media,Chat,5.9,2,3.0,Mobile,False,1,13.7,Non-addictive,38.7,63.3,100.0,642.1,productive,23
241,U112,2026-06-02,Tuesday,False,Morning,VSCode,,Skill-Development,Code,28.3,2,14.2,Desktop,False,0,19.2,Non-addictive,,76.0,100.0,576.2,productive,23
242,U112,2026-06-02,Tuesday,False,Evening,YouTube,Study Lecture - Physics,Study,Video,19.7,2,9.9,Desktop,False,2,2.2,Non-addictive,,76.0,100.0,576.2,productive,23
243,U112,2026-06-02,Tuesday,False,Morning,TikTok,For You Feed,Entertainment,Video,28.0,2,14.0,Mobile,False,1,43.0,Non-addictive,,76.0,100.0,576.2,productive,23
244,U113,2026-06-02,Tuesday,False,Afternoon,Notion,,Productivity,Notes,16.9,1,16.9,Desktop,True,1,16.7,Non-addictive,,254.9,12.3,2151.7,heavy_addictive,23
245,U113,2026-06-02,Tuesday,False,Evening,VSCode,,Skill-Development,Code,11.4,1,11.4,Desktop,False,1,20.1,Non-addictive,13.3,254.9,12.3,2151.7,heavy_addictive,23
246,U113,2026-06-02,Tuesday,False,Night,TikTok,For You Feed,Entertainment,Video,80.2,2,40.1,Tablet,False,8,100.0,Addictive,,254.9,12.3,2151.7,heavy_addictive,23
247,U113,2026-06-02,Tuesday,False,Afternoon,Instagram,DM Chats,Social Media,Chat,3.0,1,3.0,Mobile,True,0,44.6,Non-addictive,100.1,254.9,12.3,2151.7,heavy_addictive,23
248,U113,2026-06-02,Tuesday,False,Evening,Netflix,TV Series Binge,Entertainment,Video,143.4,3,47.8,Mobile,True,5,100.0,Addictive,,254.9,12.3,2151.7,heavy_addictive,23
249,U114,2026-06-02,Tuesday,False,Morning,Notion,,Productivity,Notes,16.0,2,8.0,Desktop,True,1,19.4,Non-addictive,,274.6,11.5,3149.3,heavy_addictive,23
250,U114,2026-06-02,Tuesday,False,Night,PUBG Mobile,,Games,Game,82.9,3,27.6,Desktop,False,4,100.0,Addictive,,274.6,11.5,3149.3,heavy_addictive,23
251,U114,2026-06-02,Tuesday,False,Night,Snapchat,Stories,Social Media,Video,67.7,1,67.7,Mobile,True,3,100.0,Addictive,,274.6,11.5,3149.3,heavy_addictive,23
252,U114,2026-06-02,Tuesday,False,Evening,YouTube,Music Video Mix,Entertainment,Video,41.4,6,6.9,Desktop,False,5,97.3,Addictive,21.6,274.6,11.5,3149.3,heavy_addictive,23
253,U114,2026-06-02,Tuesday,False,Afternoon,YouTube,Study Lecture - Physics,Study,Video,15.6,2,7.8,Desktop,False,2,21.4,Non-addictive,41.4,274.6,11.5,3149.3,heavy_addictive,23
254,U114,2026-06-02,Tuesday,False,Night,YouTube,Music Video Mix,Entertainment,Video,51.0,3,17.0,Desktop,False,2,86.7,Addictive,15.6,274.6,11.5,3149.3,heavy_addictive,23
255,U115,2026-06-02,Tuesday,False,Afternoon,Chrome,news-site,News,Website,18.1,1,18.1,Desktop,False,0,28.9,Non-addictive,10.1,304.3,10.5,2234.0,heavy_addictive,23
256,U115,2026-06-02,Tuesday,False,Evening,Instagram,Reels Feed,Social Media,Video,195.5,5,39.1,Mobile,True,7,100.0,Addictive,160.8,304.3,10.5,2234.0,heavy_addictive,23
257,U115,2026-06-02,Tuesday,False,Afternoon,YouTube,Music Video Mix,Entertainment,Video,48.9,2,24.5,Tablet,False,2,93.4,Addictive,24.2,304.3,10.5,2234.0,heavy_addictive,23
258,U115,2026-06-02,Tuesday,False,Afternoon,Candy Crush,,Games,Game,27.8,1,27.8,Desktop,True,3,100.0,Addictive,,304.3,10.5,2234.0,heavy_addictive,23
259,U115,2026-06-02,Tuesday,False,Morning,Khan Academy,,Study,Video,14.0,1,14.0,Mobile,False,0,13.6,Non-addictive,,304.3,10.5,2234.0,heavy_addictive,23
260,U116,2026-06-02,Tuesday,False,Evening,TikTok,For You Feed,Entertainment,Video,26.1,2,13.0,Mobile,False,5,90.2,Addictive,,119.8,20.5,1055.6,balanced,23
261,U116,2026-06-02,Tuesday,False,Night,Netflix,TV Series Binge,Entertainment,Video,69.1,2,34.5,Mobile,False,2,64.2,Addictive,,119.8,20.5,1055.6,balanced,23
262,U116,2026-06-02,Tuesday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,5.7,1,5.7,Desktop,False,0,9.1,Non-addictive,24.4,119.8,20.5,1055.6,balanced,23
263,U116,2026-06-02,Tuesday,False,Morning,WhatsApp,Family Group,Communication,Chat,12.9,1,12.9,Mobile,True,1,14.9,Non-addictive,5.7,119.8,20.5,1055.6,balanced,23
264,U116,2026-06-02,Tuesday,False,Morning,Chrome,gmail,Productivity,Webmail,6.0,1,6.0,Mobile,True,1,15.9,Non-addictive,,119.8,20.5,1055.6,balanced,23
265,U117,2026-06-02,Tuesday,False,Afternoon,Khan Academy,,Study,Video,10.6,1,10.6,Mobile,False,0,7.2,Non-addictive,,167.6,39.4,1072.3,balanced,23
266,U117,2026-06-02,Tuesday,False,Afternoon,TikTok,For You Feed,Entertainment,Video,101.6,5,20.3,Mobile,True,5,85.0,Addictive,,167.6,39.4,1072.3,balanced,23
267,U117,2026-06-02,Tuesday,False,Afternoon,YouTube,Study Lecture - Physics,Study,Video,7.8,1,7.8,Desktop,False,1,24.4,Non-addictive,,167.6,39.4,1072.3,balanced,23
268,U117,2026-06-02,Tuesday,False,Evening,Duolingo,,Skill-Development,App,35.9,2,18.0,Desktop,False,1,21.7,Non-addictive,,167.6,39.4,1072.3,balanced,23
269,U117,2026-06-02,Tuesday,False,Evening,Instagram,DM Chats,Social Media,Chat,11.7,1,11.7,Mobile,False,3,29.7,Non-addictive,115.4,167.6,39.4,1072.3,balanced,23
270,U118,2026-06-02,Tuesday,False,Afternoon,Instagram,DM Chats,Social Media,Chat,16.8,1,16.8,Mobile,False,1,25.8,Non-addictive,8.4,74.9,29.2,927.1,balanced,23
271,U118,2026-06-02,Tuesday,False,Evening,Chrome,pornweb,Pornographic,Website,27.2,2,13.6,Mobile,False,5,84.3,Addictive,11.0,74.9,29.2,927.1,balanced,23
272,U118,2026-06-02,Tuesday,False,Night,TikTok,For You Feed,Entertainment,Video,25.8,3,8.6,Mobile,True,3,93.4,Addictive,,74.9,29.2,927.1,balanced,23
273,U118,2026-06-02,Tuesday,False,Evening,Netflix,Documentary,Self-Improvement,Video,5.1,1,5.1,Mobile,False,2,24.2,Non-addictive,,74.9,29.2,927.1,balanced,23
274,U119,2026-06-02,Tuesday,False,Night,YouTube,Prank Compilation,Entertainment,Video,17.1,3,5.7,Desktop,False,7,72.9,Addictive,111.7,141.2,37.0,1315.6,balanced,23
275,U119,2026-06-02,Tuesday,False,Morning,WhatsApp,Family Group,Communication,Chat,39.0,1,39.0,Desktop,False,0,14.2,Non-addictive,,141.2,37.0,1315.6,balanced,23
276,U119,2026-06-02,Tuesday,False,Night,Free Fire,,Games,Game,71.8,1,71.8,Desktop,False,5,79.7,Addictive,64.9,141.2,37.0,1315.6,balanced,23
277,U119,2026-06-02,Tuesday,False,Afternoon,Notion,,Productivity,Notes,13.3,1,13.3,Mobile,False,1,11.8,Non-addictive,,141.2,37.0,1315.6,balanced,23
278,U120,2026-06-02,Tuesday,False,Afternoon,Chrome,gmail,Productivity,Webmail,8.4,2,4.2,Desktop,False,2,13.5,Non-addictive,,75.9,66.9,1008.8,balanced,23
279,U120,2026-06-02,Tuesday,False,Evening,YouTube,Pokemon Gameplay,Entertainment,Video,25.1,2,12.6,Desktop,False,5,83.1,Addictive,,75.9,66.9,1008.8,balanced,23
280,U120,2026-06-02,Tuesday,False,Night,Duolingo,,Skill-Development,App,42.4,1,42.4,Desktop,False,3,17.0,Non-addictive,,75.9,66.9,1008.8,balanced,23
281,U121,2026-06-02,Tuesday,False,Night,Snapchat,Stories,Social Media,Video,88.5,4,22.1,Mobile,True,2,100.0,Addictive,,359.9,6.7,2010.3,heavy_addictive,23
282,U121,2026-06-02,Tuesday,False,Evening,Netflix,TV Series Binge,Entertainment,Video,114.4,3,38.1,Mobile,False,3,100.0,Addictive,,359.9,6.7,2010.3,heavy_addictive,23
283,U121,2026-06-02,Tuesday,False,Afternoon,Notion,,Productivity,Notes,9.1,1,9.1,Tablet,False,0,12.8,Non-addictive,,359.9,6.7,2010.3,heavy_addictive,23
284,U121,2026-06-02,Tuesday,False,Night,Instagram,Reels Feed,Social Media,Video,42.2,2,21.1,Mobile,False,4,100.0,Addictive,7.7,359.9,6.7,2010.3,heavy_addictive,23
285,U121,2026-06-02,Tuesday,False,Night,WhatsApp,Family Group,Communication,Chat,7.0,1,7.0,Mobile,False,1,17.5,Non-addictive,4.5,359.9,6.7,2010.3,heavy_addictive,23
286,U121,2026-06-02,Tuesday,False,Afternoon,YouTube,Pokemon Gameplay,Entertainment,Video,90.6,2,45.3,Desktop,False,5,100.0,Addictive,,359.9,6.7,2010.3,heavy_addictive,23
